pincode,zone,state,serviceable,dtdc_serviceable,dtdc_surface_available,dtdc_surface_price,dtdc_surface_days,dtdc_air_available,dtdc_air_price,dtdc_air_days,dtdc_cod_available,dtdc_cod_price,delhivery_serviceable,delhivery_standard_available,delhivery_standard_price,delhivery_cod_available,delhivery_cod_price
786152,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
785622,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
229503,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
141305,North,PB,true,false,false,,,false,,,false,,true,true,120,true,50
843134,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
734100,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
384212,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
262410,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
577244,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
571418,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
413580,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
484552,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
122110,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
794101,North East,ML,true,false,false,,,false,,,false,,true,true,150,true,100
732213,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
457002,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
582222,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
533410,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
460004,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
626213,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
788026,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
585428,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
415622,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
813231,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
782427,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
322022,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
844141,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
802304,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
999953,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
184151,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
322232,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
735137,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
721167,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
788711,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
788712,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
781326,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
795008,North East,MN,true,false,false,,,false,,,false,,true,true,150,true,100
794104,North East,ML,true,false,false,,,false,,,false,,true,true,150,true,100
812008,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
277306,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
206302,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
229416,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
403706,Rest of India,GA,true,false,false,,,false,,,false,,true,true,120,true,82
792001,North East,AR,true,false,false,,,false,,,false,,true,true,150,true,100
364485,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
787110,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
792123,North East,AR,true,false,false,,,false,,,false,,true,true,150,true,100
182311,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
713429,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
713433,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
785610,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
813125,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
124127,North,HR,true,false,false,,,false,,,false,,true,true,120,true,50
341522,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
785676,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
457778,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
521117,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
989898,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
788160,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
784184,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
303310,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
560242,Metro,KA,true,false,false,,,false,,,false,,true,true,120,true,78
504346,Rest of India,TS,true,false,false,,,false,,,false,,true,true,120,true,82
782481,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
781338,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
786612,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
788165,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
382860,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
312000,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
533503,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
230145,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
273307,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
303907,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
815303,Metro,JH,true,false,false,,,false,,,false,,true,true,120,true,78
713157,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
416130,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
335771,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
480102,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
754101,Rest of India,OR,true,false,false,,,false,,,false,,true,true,120,true,82
182122,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
245407,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
788709,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
792120,North East,AR,true,false,false,,,false,,,false,,true,true,150,true,100
591116,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
560125,Metro,KA,true,false,false,,,false,,,false,,true,true,120,true,78
454221,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
313014,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
786183,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
788111,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
181122,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
362276,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
453332,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
577523,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
620602,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
627901,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
465331,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
848507,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
787035,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
795113,North East,MN,true,false,false,,,false,,,false,,true,true,150,true,100
182128,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
784103,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
224226,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
587134,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
713172,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
782412,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
591139,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
670111,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
184203,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
585317,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
845487,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
785663,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
792056,North East,AR,true,false,false,,,false,,,false,,true,true,150,true,100
370156,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
202151,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
345002,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
404404,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
303339,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
813228,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
332032,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
788728,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
230123,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
781121,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
416540,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
630565,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
311405,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
781360,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
787031,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
363334,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
303314,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
784026,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
781318,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
744206,North East,AN,true,false,false,,,false,,,false,,true,true,150,true,100
680521,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
783392,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
791112,North East,AR,true,false,false,,,false,,,false,,true,true,150,true,100
342020,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
624314,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
848303,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
783127,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
302009,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
263136,North,UK,true,false,false,,,false,,,false,,true,true,120,true,50
786159,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
670507,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
612108,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
783122,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
999992,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
788832,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
786621,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
795007,North East,MN,true,false,false,,,false,,,false,,true,true,150,true,100
712424,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
243702,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
522010,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
673125,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
712426,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
301017,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
389157,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
799251,North East,TR,true,false,false,,,false,,,false,,true,true,150,true,100
227309,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
788805,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
781310,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
577440,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
585260,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
575012,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
362235,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
799204,North East,TR,true,false,false,,,false,,,false,,true,true,150,true,100
686679,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
814124,Metro,JH,true,false,false,,,false,,,false,,true,true,120,true,78
311013,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
785615,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
785009,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
734320,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
585309,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
123505,North,HR,true,false,false,,,false,,,false,,true,true,120,true,50
787026,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
643234,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
813223,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
313021,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
590018,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
225408,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
712704,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
516437,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
226301,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
798617,North East,NL,true,false,false,,,false,,,false,,true,true,150,true,100
230302,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
788162,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
181134,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
181113,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
848142,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
587330,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
392111,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
412413,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
786614,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
621121,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
382710,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
322245,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
206451,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
784148,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
671544,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
507113,Rest of India,TS,true,false,false,,,false,,,false,,true,true,120,true,82
574169,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
721663,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
388132,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
277218,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
795129,North East,MN,true,false,false,,,false,,,false,,true,true,150,true,100
611114,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
516319,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
430007,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
515404,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
456007,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
713170,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
805236,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
782144,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
788112,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
799288,North East,TR,true,false,false,,,false,,,false,,true,true,150,true,100
613302,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
515456,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
722174,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
785113,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
495454,Rest of India,CG,true,false,false,,,false,,,false,,true,true,120,true,82
805133,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
857225,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
585224,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
680610,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
456005,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
622315,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
305929,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
783347,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
845501,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
782439,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
586105,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
712707,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
301418,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
823000,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
781305,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
999990,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
515835,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
688548,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
410613,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
577321,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
444814,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
576254,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
841247,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
388336,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
781334,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
801506,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
585415,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
230146,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
333310,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
382815,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
788727,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
784177,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
326003,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
788107,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
792121,North East,AR,true,false,false,,,false,,,false,,true,true,150,true,100
721168,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
451661,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
362520,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
431646,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
277307,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
182222,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
800111,Metro,BR,true,false,false,,,false,,,false,,true,true,120,true,78
825335,Metro,JH,true,false,false,,,false,,,false,,true,true,120,true,78
342019,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
831035,Metro,JH,true,false,false,,,false,,,false,,true,true,120,true,78
783121,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
224223,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
782462,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
788816,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
229403,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
671221,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
571801,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
457227,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
303802,North,RJ,true,false,false,,,false,,,false,,true,true,120,true,50
430006,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
141017,North,PB,true,false,false,,,false,,,false,,true,true,120,true,50
385526,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
393155,Rest of India,GJ,true,false,false,,,false,,,false,,true,true,120,true,82
788113,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
262309,North,UK,true,false,false,,,false,,,false,,true,true,120,true,50
530037,Rest of India,AP,true,false,false,,,false,,,false,,true,true,120,true,82
454648,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
473002,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
797004,North East,NL,true,false,false,,,false,,,false,,true,true,150,true,100
784529,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
206303,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
585422,Rest of India,KA,true,false,false,,,false,,,false,,true,true,120,true,82
184147,North,JK,true,false,false,,,false,,,false,,true,true,120,true,50
680320,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
248010,North,UK,true,false,false,,,false,,,false,,true,true,120,true,50
688512,Rest of India,KL,true,false,false,,,false,,,false,,true,true,120,true,82
148038,North,PB,true,false,false,,,false,,,false,,true,true,120,true,50
785015,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
735136,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
612107,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
743385,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
624804,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
627801,Rest of India,TN,true,false,false,,,false,,,false,,true,true,120,true,82
450006,North,MP,true,false,false,,,false,,,false,,true,true,120,true,50
245405,North,UP,true,false,false,,,false,,,false,,true,true,120,true,50
788706,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
110000,North,DL,true,false,false,,,false,,,false,,true,true,120,true,50
782135,North East,AS,true,false,false,,,false,,,false,,true,true,150,true,100
713156,Rest of India,WB,true,false,false,,,false,,,false,,true,true,120,true,82
402601,Rest of India,MH,true,false,false,,,false,,,false,,true,true,120,true,82
